,review,score,source,cleaned_review,cleaned_reduced_review,cleaned_review_length,tokens,padded_tokens
913,Couldn't figure it out,0,amz,Couldnt figure it out,couldnt figure,4,"[116, 1756]","[ 116 1756    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1615,VERY funny!  ,1,imdb,VERY funny  ,funny,2,[152],"[152   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1671,Raw and sublimely moving.  ,1,imdb,Raw and sublimely moving  ,raw sublimely moving,4,"[4088, 4089, 704]","[4088 4089  704    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2213,Won't go back.,0,yelp,Wont go back,wont go back,3,"[108, 25, 20]","[108  25  20   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1898,"The best part about ""Nurse Betty"" is it's unpredictability.  ",1,imdb,The best part about Nurse Betty is its unpredictability  ,best part nurse betty unpredictability,9,"[22, 144, 4090, 1745, 4091]","[  22  144 4090 1745 4091    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2561,After two I felt disgusting.,0,yelp,After two I felt disgusting,two felt disgusting,5,"[92, 182, 883]","[ 92 182 883   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
812,Battery charge-life is quite long.,1,amz,Battery chargelife is quite long,battery chargelife quite long,5,"[47, 4092, 96, 95]","[  47 4092   96   95    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
214,fast service.,1,amz,fast service,fast service,2,"[235, 13]","[235  13   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1943,Go rent it.  ,1,imdb,Go rent it  ,go rent,3,"[25, 765]","[ 25 765   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2179,We literally sat there for 20 minutes with no one asking to take our order.,0,yelp,We literally sat there for 20 minutes with no one asking to take our order,literally sat 20 minutes one asking take order,15,"[404, 519, 490, 83, 7, 4093, 115, 254]","[ 404  519  490   83    7 4093  115  254    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
314,The battery is unreliable as well as the service use antena.,0,amz,The battery is unreliable as well as the service use antena,battery unreliable well service use antena,11,"[47, 918, 15, 13, 45, 4094]","[  47  918   15   13   45 4094    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2186,"The food sucked, which we expected but it sucked more than we could have imagined.",0,yelp,The food sucked which we expected but it sucked more than we could have imagined,food sucked expected sucked could imagined,15,"[9, 323, 507, 323, 42, 4095]","[   9  323  507  323   42 4095    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
416,An Awesome New Look For Fall 2000!.,1,amz,An Awesome New Look For Fall 2000,awesome new look fall 2000,7,"[138, 86, 66, 527, 4096]","[ 138   86   66  527 4096    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1029,It is an insane game.  ,1,imdb,It is an insane game  ,insane game,5,"[4097, 358]","[4097  358    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2086,The poor batter to meat ratio made the chicken tenders very unsatisfying.,0,yelp,The poor batter to meat ratio made the chicken tenders very unsatisfying,poor batter meat ratio made chicken tenders unsatisfying,12,"[69, 1247, 524, 4098, 28, 232, 4099, 4100]","[  69 1247  524 4098   28  232 4099 4100    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2101,"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.",1,yelp,The only good thing was our waiter he was very helpful and kept the bloddy marys coming,good thing waiter helpful kept bloddy marys coming,17,"[2, 56, 387, 497, 261, 4101, 4102, 221]","[   2   56  387  497  261 4101 4102  221    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
136,Very good stuff for the price.,1,amz,Very good stuff for the price,good stuff price,6,"[2, 1089, 62]","[   2 1089   62    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
746,"stay away from this store, be careful.",0,amz,stay away from this store be careful,stay away store careful,7,"[363, 256, 612, 1706]","[ 363  256  612 1706    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1474,"I was very uneasy with how bad this movie was, but not scared at all.  ",0,imdb,I was very uneasy with how bad this movie was but not scared at all  ,uneasy bad movie scared,15,"[4103, 14, 4, 1485]","[4103   14    4 1485    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1122,The music in the film is really nice too.  ,1,imdb,The music in the film is really nice too  ,music film really nice,9,"[188, 6, 12, 30]","[188   6  12  30   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
793,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1,amz,I bought this battery with a coupon from Amazon and Im very happy with my purchase,bought battery coupon amazon im happy purchase,16,"[112, 47, 4104, 571, 31, 123, 258]","[ 112   47 4104  571   31  123  258    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
35,You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.,0,amz,You need at least 3 mins to get to your phone book from the time you first turn on the phoneBattery life is short,need least 3 mins get phone book time first turn phonebattery life short,24,"[318, 215, 272, 4105, 35, 5, 460, 10, 33, 307, 4106, 100, 216]","[ 318  215  272 4105   35    5  460   10   33  307 4106  100  216    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
25,Great Pocket PC / phone combination.,1,amz,Great Pocket PC  phone combination,great pocket pc phone combination,5,"[3, 873, 1667, 5, 897]","[   3  873 1667    5  897    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
657,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1,amz,The handsfree part works fine but then the car tries to download the address book and the Treo rebootsOverall I still rate this device high,handsfree part works fine car tries download address book treo rebootsoverall still rate device high,25,"[1056, 144, 27, 104, 136, 1026, 1763, 4107, 460, 879, 4108, 48, 969, 252, 291]","[1056  144   27  104  136 1026 1763 4107  460  879 4108   48  969  252
  291    0    0    0    0    0    0    0    0    0    0    0    0]"
1402,"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  ",1,imdb,It was very popular when I was in the cinema a good house and very good reactions and plenty of laughs  ,popular cinema good house good reactions plenty laughs,21,"[1740, 339, 2, 335, 2, 1402, 1038, 4109]","[1740  339    2  335    2 1402 1038 4109    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
449,There's really nothing bad I can say about this headset.,0,amz,Theres really nothing bad I can say about this headset,theres really nothing bad say headset,10,"[242, 12, 102, 14, 58, 46]","[242  12 102  14  58  46   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1401,"For people who are first timers in film making, I think they did an excellent job!!  ",1,imdb,For people who are first timers in film making I think they did an excellent job  ,people first timers film making think excellent job,16,"[53, 33, 4110, 6, 491, 43, 39, 213]","[  53   33 4110    6  491   43   39  213    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1258,"Overall, this movie was cheap trash.  ",0,imdb,Overall this movie was cheap trash  ,overall movie cheap trash,6,"[174, 4, 157, 754]","[174   4 157 754   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2350,We sat another ten minutes and finally gave up and left.,0,yelp,We sat another ten minutes and finally gave up and left,sat another ten minutes finally gave left,11,"[519, 154, 1003, 83, 422, 303, 257]","[ 519  154 1003   83  422  303  257    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
751,disappointing.,0,amz,disappointing,disappointing,1,[289],"[289   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1270,"It is an excellent drama, an excellent thriller, and an excellent film.  ",1,imdb,It is an excellent drama an excellent thriller and an excellent film  ,excellent drama excellent thriller excellent film,12,"[39, 429, 39, 747, 39, 6]","[ 39 429  39 747  39   6   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2957,The real disappointment was our waiter.,0,yelp,The real disappointment was our waiter,real disappointment waiter,6,"[79, 350, 387]","[ 79 350 387   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1449,"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1,imdb,I wont say any more  I dont like spoilers so I dont want to be one but I believe this film is worth your time  ,wont say dont like spoilers dont want one believe film worth time,25,"[108, 58, 18, 8, 845, 18, 101, 7, 297, 6, 76, 10]","[108  58  18   8 845  18 101   7 297   6  76  10   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2421,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,yelp,On the ground right next to our table was a large smeared beensteppedinandtrackedeverywhere pile of green bird poop,ground right next table large smeared beensteppedinandtrackedeverywhere pile green bird poop,18,"[4111, 75, 192, 388, 558, 4112, 4113, 1764, 4114, 4115, 4116]","[4111   75  192  388  558 4112 4113 1764 4114 4115 4116    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1052,It's hard not to fall head-over-heels in love with that girl.  ,1,imdb,Its hard not to fall headoverheels in love with that girl  ,hard fall headoverheels love girl,11,"[306, 527, 4117, 32, 772]","[ 306  527 4117   32  772    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2437,I like Steiners because it's dark and it feels like a bar.,1,yelp,I like Steiners because its dark and it feels like a bar,like steiners dark feels like bar,12,"[8, 4118, 994, 599, 8, 385]","[   8 4118  994  599    8  385    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
244,It defeats the purpose of a bluetooth headset.,0,amz,It defeats the purpose of a bluetooth headset,defeats purpose bluetooth headset,8,"[4119, 4120, 229, 46]","[4119 4120  229   46    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2151,This is a great restaurant at the Mandalay Bay.,1,yelp,This is a great restaurant at the Mandalay Bay,great restaurant mandalay bay,9,"[3, 125, 4121, 1011]","[   3  125 4121 1011    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
276,I wasted my little money with this earpiece.,0,amz,I wasted my little money with this earpiece,wasted little money earpiece,8,"[409, 78, 89, 1068]","[ 409   78   89 1068    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2441,I'd love to go back.,1,yelp,Id love to go back,id love go back,5,"[233, 32, 25, 20]","[233  32  25  20   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2158,this place is good.,1,yelp,this place is good,place good,4,"[11, 2]","[11  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0]"
588,"I only used it two days, and it wasn't always easy to hear with.",0,amz,I only used it two days and it wasnt always easy to hear with,used two days wasnt always easy hear,14,"[90, 92, 414, 105, 129, 111, 228]","[ 90  92 414 105 129 111 228   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2207,The WORST EXPERIENCE EVER.,0,yelp,The WORST EXPERIENCE EVER,worst experience ever,4,"[63, 70, 21]","[63 70 21  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0]"
970,I plugged it in only to find out not a darn thing worked.,0,amz,I plugged it in only to find out not a darn thing worked,plugged find darn thing worked,13,"[903, 158, 4122, 56, 119]","[ 903  158 4122   56  119    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1947,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1,imdb,But if you liked movies like The Matrix and better yet their sequels I think youll appreciate the thought provoking mindblowing experience this film will give you  ,liked movies like matrix better yet sequels think youll appreciate thought provoking mindblowing experience film give,27,"[315, 68, 8, 4123, 38, 352, 4124, 43, 547, 1437, 135, 1717, 4125, 70, 6, 148]","[ 315   68    8 4123   38  352 4124   43  547 1437  135 1717 4125   70
    6  148    0    0    0    0    0    0    0    0    0    0    0]"
2569,I consider this theft.,0,yelp,I consider this theft,consider theft,4,"[543, 4126]","[ 543 4126    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2623,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,yelp,a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait,drive thru means want wait around half hour food somehow end going make us wait wait,32,"[596, 4127, 953, 101, 249, 106, 332, 207, 9, 1765, 161, 60, 41, 98, 249, 249]","[ 596 4127  953  101  249  106  332  207    9 1765  161   60   41   98
  249  249    0    0    0    0    0    0    0    0    0    0    0]"
2387,This place deserves one star and 90% has to do with the food.,0,yelp,This place deserves one star and 90 has to do with the food,place deserves one star 90 food,13,"[11, 617, 7, 343, 907, 9]","[ 11 617   7 343 907   9   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2377,"In an interesting part of town, this place is amazing.",1,yelp,In an interesting part of town this place is amazing,interesting part town place amazing,10,"[175, 144, 393, 11, 74]","[175 144 393  11  74   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1759,This scene is very strong and unpleasant.  ,0,imdb,This scene is very strong and unpleasant  ,scene strong unpleasant,7,"[260, 312, 4128]","[ 260  312 4128    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2181,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0,yelp,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack,also decided send back waitress looked like verge heart attack,23,"[19, 1742, 1111, 20, 504, 577, 8, 4129, 401, 1766]","[  19 1742 1111   20  504  577    8 4129  401 1766    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1323,"The ending is so, SO perfect... you'll shed a tear.  ",1,imdb,The ending is so SO perfect youll shed a tear  ,ending perfect youll shed tear,10,"[314, 198, 547, 1767, 4130]","[ 314  198  547 1767 4130    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
167,"The look of it is very sharp and the screen is nice and clear, with great graphics.",1,amz,The look of it is very sharp and the screen is nice and clear with great graphics,look sharp screen nice clear great graphics,17,"[66, 1239, 141, 30, 262, 3, 548]","[  66 1239  141   30  262    3  548    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2272,You can't beat that.,1,yelp,You cant beat that,cant beat,4,"[65, 613]","[ 65 613   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
927,"but it is great, i would really recommend it",1,amz,but it is great i would really recommend it,great would really recommend,9,"[3, 16, 12, 37]","[ 3 16 12 37  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0]"
24,I bought it for my mother and she had a problem with the battery.,0,amz,I bought it for my mother and she had a problem with the battery,bought mother problem battery,14,"[112, 825, 277, 47]","[112 825 277  47   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
806,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,amz,At first I thought I was grtting a good deal at 744 until I plugged it into my phone V3c Razr,first thought grtting good deal 744 plugged phone v3c razr,21,"[33, 135, 4131, 2, 220, 4132, 903, 5, 4133, 693]","[  33  135 4131    2  220 4132  903    5 4133  693    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
443,Restored my phone to like new performance.,1,amz,Restored my phone to like new performance,restored phone like new performance,7,"[4134, 5, 8, 86, 204]","[4134    5    8   86  204    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1779,None of them are engaging or exciting.  ,0,imdb,None of them are engaging or exciting  ,none engaging exciting,7,"[416, 1734, 4135]","[ 416 1734 4135    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
150,I Was Hoping for More.,0,amz,I Was Hoping for More,hoping,5,[1768],"[1768    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2790,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,yelp,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there,received pita huge lot meat thumbs,21,"[274, 784, 349, 80, 524, 971]","[274 784 349  80 524 971   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2142,My husband and I ate lunch here and were very disappointed with the food and service.,0,yelp,My husband and I ate lunch here and were very disappointed with the food and service,husband ate lunch disappointed food service,16,"[967, 1106, 345, 72, 9, 13]","[ 967 1106  345   72    9   13    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
754,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,amz,The camera on the phone may be used as a dustpan when indoors Id rather be using a disposable then this,camera phone may used dustpan indoors id rather using disposable,21,"[110, 5, 300, 90, 4136, 4137, 233, 239, 344, 4138]","[ 110    5  300   90 4136 4137  233  239  344 4138    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2265,"Plus, it's only 8 bucks.",1,yelp,Plus its only 8 bucks,plus 8 bucks,5,"[469, 611, 909]","[469 611 909   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2429,These are the nicest restaurant owners I've ever come across.,1,yelp,These are the nicest restaurant owners Ive ever come across,nicest restaurant owners ive ever come across,10,"[1656, 125, 919, 24, 21, 186, 4139]","[1656  125  919   24   21  186 4139    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1047,"The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  ",0,imdb,The only real effects work is the presence of all the animals and the integration of those into the scenes is some of the worst and most obvious bluegreenscreen work Ive ever seen  ,real effects work presence animals integration scenes worst obvious bluegreenscreen work ive ever seen,33,"[79, 327, 26, 1725, 4140, 4141, 139, 63, 4142, 4143, 26, 24, 21, 94]","[  79  327   26 1725 4140 4141  139   63 4142 4143   26   24   21   94
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
780,I am sorry I made this purchase.,0,amz,I am sorry I made this purchase,sorry made purchase,7,"[1728, 28, 258]","[1728   28  258    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
900,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,amz,This was utterly confusing at first which caused me to lose a couple of very very important contacts,utterly confusing first caused lose couple important contacts,18,"[580, 1595, 33, 1695, 4144, 397, 361, 836]","[ 580 1595   33 1695 4144  397  361  836    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
864,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1,amz,But in any case the best part is you can download these pictures to your laptop using IR or even send pictures from your laptop to the phone,case best part download pictures laptop using ir even send pictures laptop phone,28,"[73, 22, 144, 1763, 392, 1769, 344, 4145, 17, 1111, 392, 1769, 5]","[  73   22  144 1763  392 1769  344 4145   17 1111  392 1769    5    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1952,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,1,imdb,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives  ,presents idyllic yet serious portrayal ups downs characters lives,16,"[1419, 4146, 352, 663, 484, 1088, 4147, 52, 1644]","[1419 4146  352  663  484 1088 4147   52 1644    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2340,the spaghetti is nothing special whatsoever.,0,yelp,the spaghetti is nothing special whatsoever,spaghetti nothing special whatsoever,6,"[4148, 102, 209, 586]","[4148  102  209  586    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1197,This movie is BAD.  ,0,imdb,This movie is BAD  ,movie bad,4,"[4, 14]","[ 4 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0]"
100,Integrated seamlessly with the Motorola RAZR phone.,1,amz,Integrated seamlessly with the Motorola RAZR phone,integrated seamlessly motorola razr phone,7,"[4149, 1770, 319, 693, 5]","[4149 1770  319  693    5    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1049,"The film succeeds despite, or perhaps because of, an obviously meagre budget.  ",1,imdb,The film succeeds despite or perhaps because of an obviously meagre budget  ,film succeeds despite perhaps obviously meagre budget,12,"[6, 4150, 574, 541, 386, 4151, 741]","[   6 4150  574  541  386 4151  741    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1627,"I saw this film over Christmas, and what a great film it was!  ",1,imdb,I saw this film over Christmas and what a great film it was  ,saw film christmas great film,13,"[245, 6, 760, 3, 6]","[245   6 760   3   6   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2443,Nothing special.,0,yelp,Nothing special,nothing special,2,"[102, 209]","[102 209   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2537,"Great steak, great sides, great wine, amazing desserts.",1,yelp,Great steak great sides great wine amazing desserts,great steak great sides great wine amazing desserts,8,"[3, 169, 3, 716, 3, 1749, 74, 818]","[   3  169    3  716    3 1749   74  818    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1271,Up there with the best of Melville.  ,1,imdb,Up there with the best of Melville  ,best melville,7,"[22, 4152]","[  22 4152    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1758,A standout scene.  ,1,imdb,A standout scene  ,standout scene,3,"[4153, 260]","[4153  260    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2683,"Very good food, great atmosphere.1",1,yelp,Very good food great atmosphere1,good food great atmosphere1,5,"[2, 9, 3, 4154]","[   2    9    3 4154    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1378,This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  ,0,imdb,This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times  ,totally unfunny movie top pathetic unrealistic throughout whole 90 minutes utter torture probably looked watch 70000 times,31,"[114, 1612, 4, 381, 530, 4155, 639, 205, 907, 83, 1670, 712, 140, 577, 231, 4156, 189]","[ 114 1612    4  381  530 4155  639  205  907   83 1670  712  140  577
  231 4156  189    0    0    0    0    0    0    0    0    0    0]"
766,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,amz,But now that it is out of warranty the same problems reoccureBottom line put your money somewhere else Cingular will not support it,warranty problems reoccurebottom line put money somewhere else cingular support,23,"[1465, 223, 4157, 185, 279, 89, 4158, 447, 1110, 1524]","[1465  223 4157  185  279   89 4158  447 1110 1524    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
750,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,amz,It is light has plenty of battery capacity and is very confortable to wear for somewhat extended periods of time,light plenty battery capacity confortable wear somewhat extended periods time,20,"[425, 1038, 47, 4159, 4160, 330, 995, 1565, 4161, 10]","[ 425 1038   47 4159 4160  330  995 1565 4161   10    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
962,Also makes it easier to hold on to.,1,amz,Also makes it easier to hold on to,also makes easier hold,8,"[19, 168, 871, 553]","[ 19 168 871 553   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2715,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,yelp,Only Pros  Large seating area Nice bar area Great simple drink menu The BEST brick oven pizza with homemade dough,pros large seating area nice bar area great simple drink menu best brick oven pizza homemade dough,20,"[4162, 558, 1099, 325, 30, 385, 325, 3, 413, 757, 368, 22, 1270, 1271, 191, 1323, 4163]","[4162  558 1099  325   30  385  325    3  413  757  368   22 1270 1271
  191 1323 4163    0    0    0    0    0    0    0    0    0    0]"
2290,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,yelp,Waited 2 hours  never got either of our pizzas as many other around us who came in later did,waited 2 hours never got either pizzas many around us came later,19,"[365, 97, 326, 34, 51, 263, 1262, 77, 106, 98, 59, 471]","[ 365   97  326   34   51  263 1262   77  106   98   59  471    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
168,doesn't last long.,0,amz,doesnt last long,doesnt last long,3,"[84, 165, 95]","[ 84 165  95   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
73,Nice docking station for home or work.,1,amz,Nice docking station for home or work,nice docking station home work,7,"[30, 4164, 1771, 341, 26]","[  30 4164 1771  341   26    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2972,"Unfortunately, it only set us up for disapppointment with our entrees.",0,yelp,Unfortunately it only set us up for disapppointment with our entrees,unfortunately set us disapppointment entrees,11,"[283, 390, 98, 4165, 1772]","[ 283  390   98 4165 1772    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1883,This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  ,0,imdb,This film tries to be a serious and sophisticated thrillerhorror flick and it fails miserably  ,film tries serious sophisticated thrillerhorror flick fails miserably,15,"[6, 1026, 663, 4166, 4167, 614, 391, 4168]","[   6 1026  663 4166 4167  614  391 4168    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2166,This place is hands-down one of the best places to eat in the Phoenix metro area.,1,yelp,This place is handsdown one of the best places to eat in the Phoenix metro area,place handsdown one best places eat phoenix metro area,16,"[11, 4169, 7, 22, 375, 130, 875, 1304, 325]","[  11 4169    7   22  375  130  875 1304  325    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1138,"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0,imdb,I saw Mirrormask last night and it was an unsatisfactory experience  ,saw mirrormask last night unsatisfactory experience,11,"[245, 4170, 165, 142, 1627, 70]","[ 245 4170  165  142 1627   70    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2568,AN HOUR... seriously?,0,yelp,AN HOUR seriously,hour seriously,3,"[207, 267]","[207 267   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
